id,f1,f2,f3,f4,f5,f6,f7,f8,f9
15495,1025,3385,37,95,89,138,609,0,140
15496,1668,1016,56,142,157,194,1734,66,198
15497,7456,259,56,16,201,329,1227,18,328
15498,2456,1594,56,70,0,308,920,48,250
15499,5630,1385,56,5,338,207,2285,28,181
15500,120,1823,121,96,268,189,939,9,193
15501,4040,1008,119,162,233,299,1820,0,112
15502,5311,942,56,72,392,323,97,39,211
15503,4370,3400,37,44,355,187,566,25,191
15504,2250,3783,31,91,296,249,893,50,248
15505,4170,428,81,111,219,154,881,0,158
15506,2456,373,56,5,319,242,1584,4,241
15507,4610,1389,56,33,67,31,1793,65,156
15508,1687,3857,56,33,440,336,2087,27,336
15509,3961,1319,56,33,325,290,2225,48,69
15510,5511,2054,27,35,216,299,853,0,112
15511,3507,2751,22,30,27,17,943,65,20
15512,4168,1931,9,11,57,238,908,50,237
15513,2051,1433,0,27,241,189,901,9,193
15514,1120,1782,56,5,82,0,1189,50,0
15515,2644,1836,121,96,268,298,1120,9,300
15516,5901,1032,36,41,222,159,798,66,162
15517,5071,2723,3,2,404,269,2115,4,268
15518,4388,2711,71,103,169,164,1307,26,166
15519,445,1844,56,158,314,337,1618,22,337
15520,2501,5,56,99,317,192,679,9,196
15521,2159,363,56,142,376,308,2225,48,250
15522,5105,306,45,124,219,156,895,66,113
15523,3794,2258,56,142,409,329,157,18,328
15524,7234,1998,31,91,146,249,893,50,248
15525,7108,205,37,44,448,162,936,50,165
15526,2538,2897,51,62,241,236,9,24,235
15527,5858,2434,56,99,235,0,893,50,0
15528,4989,3857,56,33,440,336,1398,27,336
15529,6743,2819,74,101,298,326,1995,19,325
15530,505,3239,112,152,372,162,1193,50,165
15531,6599,2431,112,104,216,340,736,42,340
15532,7331,3965,56,16,329,162,893,50,165
15533,1691,2926,39,46,196,240,1473,66,178
15534,3957,3616,56,5,448,249,1070,50,248
15535,7331,1151,56,16,329,316,1616,20,316
15536,6882,2857,9,11,95,144,1103,56,149
15537,2308,3206,56,70,285,162,1193,50,165
15538,1112,500,37,44,304,276,2213,27,276
15539,3670,1355,56,16,373,305,439,65,306
15540,418,3371,56,99,8,162,893,50,165
15541,2837,300,56,99,238,278,1624,53,278
15542,2454,474,56,142,122,33,1914,8,37
15543,6085,2907,27,35,216,156,983,66,113
15544,1685,3510,3,2,83,183,1987,34,145
15545,1120,3295,56,142,423,0,893,50,0
15546,6891,3654,100,137,171,176,1503,5,104
15547,557,241,56,16,345,162,893,50,165
15548,4049,2104,56,142,15,162,893,50,165
15549,5577,1564,85,115,240,160,1651,0,163
15550,2355,3857,56,33,440,276,1398,27,276
15551,6061,582,9,11,146,249,1542,50,248
15552,2144,2781,56,158,444,222,274,9,222
15553,1908,1295,56,70,370,318,1551,51,317
15554,1777,2060,31,91,263,128,1567,5,224
15555,5769,3181,56,43,228,0,893,50,0
15556,1863,2166,3,2,380,241,1030,8,240
15557,1120,1385,56,5,338,162,893,50,165
15558,1887,4186,56,5,90,162,1193,50,165
15559,6882,3857,56,33,440,276,1398,27,276
15560,206,3455,56,142,332,162,893,50,165
15561,4170,510,53,67,222,154,1433,0,158
15562,6120,2848,56,142,207,162,893,50,165
15563,3977,613,83,113,240,154,879,0,158
15564,3393,2388,56,158,257,249,893,50,248
15565,4419,158,37,44,448,162,893,50,165
15566,4364,4074,56,16,377,189,1175,9,193
15567,6534,4009,56,99,321,244,2273,4,243
15568,1174,3688,117,156,233,156,895,66,113
15569,1686,3319,37,95,205,236,1196,24,235
15570,975,1510,56,5,448,162,893,50,165
15571,6695,3704,56,16,270,249,1193,50,248
15572,4016,2553,56,72,48,17,2081,65,20
15573,3136,2779,56,142,157,249,1193,50,248
15574,3714,3678,56,33,188,162,1193,50,165
15575,3421,2285,56,5,44,0,1193,50,0
15576,2641,1789,121,96,195,218,905,57,219
15577,2142,1781,101,141,241,36,1196,24,40
15578,1216,2566,56,5,359,242,683,4,241
15579,6329,1108,125,29,341,57,389,3,60
15580,1358,3302,56,45,374,194,1599,66,198
15581,6189,2322,56,142,10,249,1204,50,248
15582,1882,2011,7,61,346,266,2090,65,265
15583,769,3826,37,44,90,162,936,50,165
15584,6829,3163,89,122,233,304,1304,58,305
15585,5067,801,56,158,215,162,1193,50,165
15586,265,25,56,70,99,335,919,20,335
15587,6400,3082,13,60,240,299,1704,0,112
15588,7034,69,56,158,293,249,893,50,248
15589,6780,3681,71,103,43,162,936,50,165
15590,4877,3226,56,5,45,242,1696,4,241
15591,1507,3943,9,11,325,247,1036,26,246
15592,7403,3538,112,104,222,159,895,66,162
15593,2420,1599,56,99,267,196,902,45,209
15594,4517,1359,56,142,15,162,1193,50,165
15595,5421,3312,56,70,370,162,893,50,165
15596,2466,1836,121,96,268,298,1891,9,300
15597,7431,2469,56,142,346,31,2090,65,156
15598,6534,2444,56,72,248,266,220,65,265
15599,3957,2324,56,43,187,300,974,21,301
15600,1120,23,26,32,214,162,411,50,165
15601,2519,286,56,5,399,249,893,50,248
15602,5155,3682,56,158,101,48,1659,22,51
15603,6416,3105,81,111,233,306,108,0,307
15604,2275,69,56,158,293,249,893,50,248
15605,5069,2228,56,5,413,155,1974,48,159
15606,5812,3583,59,76,233,59,1304,0,62
15607,3273,2112,56,16,417,308,634,48,250
15608,1107,3935,56,158,348,0,1189,50,0
15609,1120,3936,56,99,186,162,893,50,165
15610,3993,3968,56,5,260,341,422,21,341
15611,271,1380,37,44,284,25,510,65,30
15612,7517,2761,37,95,205,37,638,24,49
15613,84,750,56,158,293,249,1193,50,248
15614,670,189,56,33,437,331,1165,38,331
15615,6883,3923,56,5,376,194,443,66,198
15616,3957,1215,56,99,340,326,610,19,325
15617,7285,4096,35,39,216,156,947,66,113
15618,5161,3966,117,156,259,154,798,0,158
15619,7309,2955,31,91,296,162,893,50,165
15620,953,4195,56,142,84,162,893,50,165
15621,6065,4098,56,158,372,294,498,21,296
15622,1366,286,56,5,399,0,1189,50,0
15623,2543,4009,56,99,321,175,2265,4,188
15624,109,2121,56,5,250,269,473,4,268
15625,4893,2714,56,16,374,287,384,20,290
15626,5360,3390,56,142,117,162,893,50,165
15627,2399,3493,56,5,355,249,893,50,248
15628,1200,928,126,175,6,250,2216,39,251
15629,3041,419,112,152,320,144,329,56,149
15630,3423,367,56,70,31,249,893,50,248
15631,1333,185,23,31,222,159,895,66,162
15632,6786,4216,112,167,341,336,1176,27,336
15633,7456,1874,56,99,321,244,2273,4,243
15634,2837,1977,56,5,337,315,1715,56,315
15635,1120,1474,56,43,393,294,498,21,296
15636,5780,3721,101,141,205,36,1785,24,40
15637,670,1729,56,33,416,325,87,21,324
15638,2020,1971,56,33,412,315,769,56,315
15639,3769,2817,56,142,157,279,339,5,279
15640,5539,307,56,70,370,162,1193,50,165
15641,1428,4181,56,99,238,231,893,50,231
15642,5287,573,84,114,144,335,919,20,335
15643,1675,3186,35,39,216,154,879,0,158
15644,1120,1474,56,43,393,294,1107,21,296
15645,1120,112,56,33,440,249,1193,50,248
15646,757,737,56,33,349,249,893,50,248
15647,2454,2883,56,99,8,249,893,50,248
15648,4794,2064,56,142,197,144,1162,56,149
15649,4763,786,100,137,397,187,211,25,191
15650,5807,2789,117,156,233,160,218,0,163
15651,158,367,56,70,31,249,893,50,248
15652,2390,2266,27,35,216,160,2037,0,163
15653,6514,1727,56,158,101,337,1618,22,337
15654,4916,1479,56,158,171,176,34,5,104
15655,4550,1238,56,16,357,240,47,66,178
15656,302,1549,56,43,228,249,1081,50,248
15657,2543,3168,31,91,138,238,1021,50,237
15658,2403,3038,56,5,399,162,893,50,165
15659,1120,1129,56,70,165,117,1282,50,123
15660,6820,506,25,149,222,299,886,0,112
15661,1923,3867,124,68,154,341,963,21,341
15662,241,1579,56,158,372,162,893,50,165
15663,2866,488,56,5,69,242,1737,4,241
15664,7517,1733,72,138,391,169,1730,24,172
15665,253,3202,56,43,228,249,1081,50,248
15666,2524,3433,0,27,205,169,596,24,172
15667,2318,3523,56,158,121,326,455,19,325
15668,946,105,56,43,155,162,893,50,165
15669,204,3853,77,79,219,299,1592,0,112
15670,2866,3698,56,158,348,231,893,50,231
15671,4518,804,37,44,355,187,566,25,191
15672,6612,2848,56,142,207,249,1193,50,248
15673,3591,156,56,99,67,266,2090,65,265
15674,2420,3027,72,138,241,169,1280,24,172
15675,5155,2859,56,72,119,107,1494,30,110
15676,3786,2448,56,158,407,249,893,50,248
15677,4519,1068,56,142,376,162,893,50,165
15678,6249,2330,40,47,219,156,895,66,113
15679,6227,438,121,96,41,236,643,24,235
15680,3695,739,56,17,331,144,579,56,149
15681,1365,2120,36,41,222,159,798,66,162
15682,3795,361,58,75,415,299,641,0,112
15683,612,1128,61,78,216,299,1781,0,112
15684,528,2541,56,158,348,249,893,50,248
15685,6534,490,56,99,334,242,2273,4,241
15686,6776,2892,56,70,39,287,384,20,290
15687,2951,558,56,142,223,162,893,50,165
15688,6366,4019,56,99,334,194,1734,66,198
15689,2731,3900,17,23,154,265,736,42,264
15690,1889,1573,56,142,126,168,2183,12,170
15691,5890,3918,56,5,93,315,1784,56,315
15692,5465,1644,56,5,311,144,2158,56,149
15693,5674,4184,56,33,160,249,893,50,248
15694,6207,1431,3,2,51,241,1030,8,240
15695,1342,487,56,43,362,317,1529,50,171
15696,6527,3936,56,99,186,249,2355,50,248
15697,391,3159,23,31,216,59,1304,0,62
15698,1208,1112,56,5,413,269,1406,4,268
15699,5465,1257,5,4,346,266,1369,65,265
15700,1330,2180,66,84,216,154,879,0,158
15701,1120,2289,56,5,93,162,893,50,165
15702,5311,1667,56,142,84,247,1026,26,246
15703,3178,148,88,120,431,115,1712,19,186
15704,98,286,56,5,161,0,1189,50,0
15705,271,532,56,16,373,13,2106,65,15
15706,5734,34,60,77,240,154,881,0,158
15707,6580,1398,56,16,218,249,893,50,248
15708,6860,2541,56,158,348,249,1193,50,248
15709,1441,778,56,163,28,36,1196,24,40
15710,7371,373,56,5,136,330,1914,8,329
15711,4451,823,56,142,423,249,893,50,248
15712,1528,710,56,99,432,247,1725,26,246
15713,4181,2822,111,164,66,0,219,50,0
15714,5040,2435,56,99,209,315,2152,56,315
15715,1809,2851,56,43,155,249,893,50,248
15716,4911,3971,76,105,241,169,1603,24,172
15717,7456,2698,56,5,206,274,1390,4,274
15718,839,1088,56,5,153,301,384,20,302
15719,2066,3477,56,5,82,325,1615,21,324
15720,4353,1268,56,70,99,26,78,31,31
15721,2439,2397,9,65,379,297,274,29,299
15722,4170,3395,117,156,259,154,798,0,158
15723,3129,2779,56,142,157,249,1193,50,248
15724,4651,1883,56,158,348,27,1477,18,32
15725,4415,1977,56,5,337,315,1715,56,315
15726,1269,1950,124,68,222,299,459,0,112
15727,4011,1645,56,5,311,1,369,4,1
15728,758,532,56,16,373,13,2106,65,15
15729,271,1380,37,44,284,18,2058,46,21
15730,1014,1622,56,70,412,175,2217,4,188
15731,6882,655,56,33,226,290,2164,48,69
15732,789,510,53,67,222,154,1433,0,158
15733,7078,1126,56,16,270,249,1081,50,248
15734,775,3715,56,158,303,308,492,48,250
15735,2543,1956,9,11,146,162,893,50,165
15736,7115,3068,32,1,341,57,148,3,60
15737,223,3279,56,142,355,281,1652,31,281
15738,2247,2642,22,30,413,20,1780,4,24
15739,4035,2493,56,16,439,249,893,50,248
15740,5742,1093,45,124,332,194,2172,66,198
15741,6422,372,56,70,335,0,893,50,0
15742,7465,2489,71,103,407,162,893,50,165
15743,6747,3678,56,33,188,0,893,50,0
15744,6065,3258,121,96,268,189,1043,9,193
15745,5970,180,56,33,324,162,893,50,165
15746,5311,2098,56,142,157,270,488,4,270
15747,6400,940,65,83,240,154,1938,0,158
15748,5768,2788,56,16,341,19,2087,27,23
15749,5231,439,56,158,372,249,1193,50,248
15750,2375,3786,112,152,99,164,1307,26,166
15751,2761,3261,56,5,307,0,565,50,0
15752,3707,1830,67,85,259,299,1667,0,112
15753,7456,191,37,95,195,218,1665,57,219
15754,4170,2501,85,115,259,299,771,0,112
15755,263,905,56,5,275,238,893,50,237
15756,5103,3832,56,43,364,249,893,50,248
15757,3900,2687,56,16,374,301,384,20,302
15758,503,572,56,158,270,317,1727,50,171
15759,2837,4177,100,137,397,214,1760,5,216
15760,1376,3886,94,128,216,154,895,0,158
15761,6928,614,83,113,233,299,1122,0,112
15762,1392,2960,56,142,346,305,44,65,306
15763,7143,3114,56,16,313,249,893,50,248
15764,1553,3405,27,35,216,154,879,0,158
15765,2543,232,31,91,263,88,977,46,90
15766,1888,1270,56,33,202,0,1189,50,0
15767,3544,607,45,173,240,154,881,0,158
15768,714,1736,110,151,229,154,881,0,158
15769,1019,3773,100,137,397,169,680,24,172
15770,7456,2848,56,142,300,329,1227,18,328
15771,917,1000,75,102,205,36,183,24,40
15772,2543,404,56,33,379,0,1982,50,0
15773,6516,1028,56,43,228,317,1883,50,171
15774,3997,3760,56,142,297,161,1925,50,164
15775,4700,20,56,5,448,249,893,50,248
15776,4913,1467,37,95,391,169,1196,24,172
15777,3993,2443,56,5,166,144,763,56,149
15778,4379,1308,56,5,45,330,1914,8,329
15779,953,2990,56,5,346,17,633,65,20
15780,1330,1556,98,134,222,159,895,66,162
15781,5311,157,56,142,157,269,1505,4,268
15782,2837,1352,56,5,87,132,1906,23,136
15783,39,2605,7,61,252,179,1202,45,182
15784,2332,2504,9,11,236,35,26,54,39
15785,248,3854,56,70,335,162,186,50,165
15786,6534,1789,121,96,195,218,905,57,219
15787,1618,865,56,16,369,336,795,27,336
15788,4830,253,56,158,366,266,2090,65,265
15789,6353,717,37,44,373,25,1818,65,30
15790,507,2413,56,5,307,162,893,50,165
15791,6422,2729,56,70,335,325,1615,21,324
15792,2837,448,56,57,326,260,1127,66,285
15793,4881,1024,56,43,228,162,1193,50,165
15794,4299,2883,56,99,8,162,1193,50,165
15795,1442,3272,56,16,328,56,1828,29,58
15796,307,3963,71,103,428,17,779,65,20
15797,1367,3413,124,68,222,154,1433,0,158
15798,213,827,56,142,423,317,1726,50,171
15799,1682,1131,56,16,156,249,893,50,248
15800,1925,1264,56,158,407,325,1615,21,324
15801,4768,2848,56,142,300,329,1227,18,328
15802,841,1085,0,27,444,192,1232,9,196
15803,287,3849,56,158,215,249,893,50,248
15804,23,1262,37,44,212,162,893,50,165
15805,5994,1465,56,5,173,194,1078,66,198
15806,5941,2678,117,156,299,160,889,0,163
15807,3352,2035,56,16,313,249,893,50,248
15808,841,3123,114,154,268,189,939,9,193
15809,4794,3873,100,137,397,169,1338,24,172
15810,4527,2769,74,101,123,334,1792,4,334
15811,5037,573,56,16,144,335,300,20,335
15812,931,2746,52,66,6,148,2216,39,153
15813,1676,2324,56,43,187,300,974,21,301
15814,5612,2229,56,72,31,311,1992,56,311
15815,2073,2913,9,65,16,323,33,39,211
15816,1692,957,56,57,230,231,1021,50,231
15817,6102,2460,56,70,335,249,1214,50,248
15818,953,3810,56,158,408,249,1193,50,248
15819,7456,4011,80,110,330,242,1039,4,241
15820,509,587,56,16,374,316,495,20,316
15821,2014,3677,56,158,348,162,893,50,165
15822,1063,4101,56,33,96,0,2066,50,0
15823,6479,1885,100,137,294,283,30,24,286
15824,2269,245,56,16,270,174,910,50,177
15825,8,1608,56,158,407,316,919,20,316
15826,2646,1849,56,70,31,240,505,66,178
15827,7094,3191,56,57,312,308,920,48,250
15828,1120,3831,56,33,29,249,893,50,248
15829,7293,3123,114,154,268,189,939,9,193
15830,4040,498,62,80,219,299,15,0,112
15831,5837,372,56,70,335,0,893,50,0
15832,2543,3088,9,65,379,231,893,50,231
15833,5575,1717,56,43,364,249,1081,50,248
15834,6436,2258,56,142,409,26,78,31,31
15835,5275,3489,124,68,154,83,731,0,86
15836,6546,874,56,57,70,192,142,9,196
15837,5311,2352,56,99,432,330,1914,8,329
15838,0,13,56,43,187,0,893,50,0
15839,825,753,56,70,31,276,2087,27,276
15840,2803,2470,56,99,334,279,1344,5,279
15841,3927,1270,56,33,400,249,893,50,248
15842,3876,4008,72,138,241,169,1280,24,172
15843,4040,674,67,85,240,160,798,0,163
15844,65,2858,56,142,51,33,1914,8,37
15845,2456,2565,95,129,175,269,717,4,268
15846,2594,1634,56,70,31,0,893,50,0
15847,6730,494,56,99,321,244,2273,4,243
15848,1604,2023,56,158,215,162,893,50,165
15849,4159,3068,32,1,341,57,148,3,60
15850,2981,2173,56,158,258,326,119,19,325
15851,1304,3923,56,142,376,252,462,50,252
15852,3514,3019,56,57,326,162,893,50,165
15853,2518,2493,56,16,439,0,2258,50,0
15854,440,1587,56,57,358,308,114,48,250
15855,6380,655,56,33,325,308,114,48,250
15856,3327,3773,100,137,17,151,909,24,29
15857,4860,2460,56,70,335,162,893,50,165
15858,6498,3834,121,96,442,236,1196,24,235
15859,5087,379,56,16,313,317,1726,50,171
15860,5094,1018,39,46,229,299,403,0,112
15861,953,1442,16,21,431,326,341,19,325
15862,7352,2380,56,142,430,0,893,50,0
15863,5576,3626,124,68,222,75,1002,66,59
15864,248,3331,57,71,56,288,1770,7,293
15865,6951,519,78,132,222,159,895,66,162
15866,3645,1355,56,16,373,17,2076,65,20
15867,6534,605,69,92,386,196,1212,45,209
15868,1216,1958,56,57,326,144,2012,56,149
15869,3207,1002,56,142,117,249,893,50,248
15870,2251,2108,56,99,432,26,225,31,31
15871,1264,602,56,16,345,318,298,51,317
15872,800,3104,56,33,185,339,283,23,339
15873,5803,2812,105,145,222,75,1002,66,59
15874,2370,1261,61,78,216,266,195,65,265
15875,2543,1312,56,33,324,249,1666,50,248
15876,6370,2531,56,142,276,91,726,4,93
15877,5197,2038,56,142,239,294,498,21,296
15878,1365,917,55,69,240,156,895,66,113
15879,2247,1230,56,5,319,144,1681,56,149
15880,64,990,56,16,373,93,506,65,95
15881,3037,1133,65,83,372,249,1081,50,248
15882,4376,2750,56,99,129,162,893,50,165
15883,4794,914,56,99,8,249,1193,50,248
15884,4852,2228,56,5,413,308,476,48,250
15885,3522,3936,56,99,186,249,893,50,248
15886,1676,2063,56,142,84,162,186,50,165
15887,5742,1767,45,52,233,299,886,0,112
15888,5105,4001,56,5,338,341,303,21,341
15889,68,819,22,30,27,13,1198,65,15
15890,4052,2267,56,142,419,274,1732,4,274
15891,2943,3895,1,0,111,249,893,50,248
15892,1875,4142,71,42,70,44,1259,1,46
15893,1120,2167,71,103,383,162,893,50,165
15894,5770,462,56,33,26,315,1116,56,315
15895,6002,3235,56,158,215,30,1307,26,35
15896,6733,1001,56,70,99,121,1139,20,127
15897,2636,4053,56,5,2,162,893,50,165
15898,913,2461,87,119,240,154,1951,0,158
15899,6599,3710,112,104,222,156,895,66,113
15900,3957,1200,50,59,418,315,2110,56,315
15901,3369,1990,56,142,67,17,633,65,20
15902,4075,92,56,5,82,287,384,20,290
15903,2797,2194,24,34,82,162,1204,50,165
15904,1120,2082,56,142,231,231,475,50,231
15905,4794,99,56,142,297,313,877,62,313
15906,7192,55,75,102,241,169,1978,24,172
15907,464,2991,56,43,228,0,435,50,0
15908,4610,3875,56,33,26,281,2053,31,281
15909,3453,1803,56,99,20,290,114,48,69
15910,1120,710,56,99,432,247,1725,26,246
15911,4597,1270,56,33,160,162,893,50,165
15912,1251,390,117,156,229,154,879,0,158
15913,5632,1039,56,99,20,162,893,50,165
15914,599,2489,71,103,407,162,893,50,165
15915,562,4077,56,16,369,258,1464,9,258
15916,1365,3798,56,5,210,162,893,50,165
15917,222,2951,37,95,391,37,638,24,49
15918,5912,3696,126,175,216,156,900,66,113
15919,960,3308,56,5,311,194,1759,66,198
15920,6534,3460,56,158,444,312,1602,57,143
15921,1187,2671,58,75,229,156,895,66,113
15922,6724,2717,56,16,369,336,795,27,336
15923,2035,2223,56,158,348,249,893,50,248
15924,3957,4124,56,158,200,45,1972,40,47
15925,2700,1152,56,16,201,329,1227,18,328
15926,5757,4230,56,16,417,335,300,20,335
15927,2543,174,80,110,412,67,2203,58,295
15928,5741,3054,45,124,219,299,886,0,112
15929,2892,2731,56,33,22,325,1777,21,324
15930,4467,1001,56,70,99,177,107,20,203
15931,3154,166,94,128,216,156,895,66,113
15932,5941,732,56,43,228,67,2203,58,295
15933,5197,1642,56,5,34,20,1780,4,24
15934,2064,2307,56,16,373,13,2106,65,15
15935,3152,1129,56,70,165,329,1751,18,328
15936,7404,1666,56,57,414,77,1016,23,81
15937,2381,1640,112,152,86,188,445,34,192
15938,205,413,56,5,90,0,893,50,0
15939,5932,3989,56,33,440,162,893,50,165
15940,436,982,101,141,205,36,2178,24,40
15941,3273,2446,56,16,164,296,1169,33,298
15942,5717,3868,101,141,241,37,638,24,49
15943,1054,2586,56,142,316,91,726,4,93
15944,2628,1068,56,142,376,249,893,50,248
15945,5928,3679,56,70,335,249,893,50,248
15946,5197,3013,56,57,189,144,1105,56,149
15947,5633,3989,56,33,440,162,893,50,165
15948,2007,94,56,16,374,194,76,66,198
15949,953,3730,56,158,444,155,1765,48,159
15950,5511,2136,35,39,216,154,879,0,158
15951,2260,1282,97,133,416,15,44,2,18
15952,6534,2766,56,5,359,173,114,4,176
15953,5124,782,56,43,228,294,1107,21,296
15954,5306,1112,56,5,413,8,172,4,9
15955,761,2156,27,35,216,154,948,0,158
15956,1497,3038,56,5,399,162,893,50,165
15957,7395,1948,56,57,426,211,401,53,213
15958,394,3230,96,9,233,299,2128,0,112
15959,7092,628,13,174,229,156,895,66,113
15960,6534,1911,31,91,332,162,893,50,165
15961,3113,3857,56,33,440,336,2087,27,336
15962,6694,865,56,16,369,336,795,27,336
15963,5334,344,56,142,63,162,893,50,165
15964,492,447,56,5,161,162,893,50,165
15965,6534,1557,80,110,330,269,474,4,268
15966,2543,3956,56,33,416,325,1615,21,324
15967,4152,737,56,33,349,249,893,50,248
15968,562,4077,56,16,369,258,711,9,258
15969,2462,3883,94,128,216,154,1616,0,158
15970,3548,2030,56,99,269,249,893,50,248
15971,1415,4118,56,5,404,8,1231,4,9
15972,4193,1410,56,33,22,290,2164,48,69
15973,6950,3465,4,38,222,299,1667,0,112
15974,7456,4054,100,137,397,169,1211,24,172
15975,1217,3444,102,140,240,156,881,66,113
15976,2332,3330,9,11,296,231,893,50,231
15977,5379,2994,26,32,158,207,2285,28,181
15978,924,1632,40,47,240,154,881,0,158
15979,6746,3889,56,5,448,0,2258,50,0
15980,3957,250,100,137,179,169,828,24,172
15981,1909,1836,2,163,268,189,939,9,193
15982,6444,3908,56,5,448,162,893,50,165
15983,2543,133,56,33,211,290,2164,48,69
15984,3961,2990,56,5,346,17,633,65,20
15985,1050,545,56,57,70,132,2080,23,136
15986,1482,3900,17,23,154,265,736,42,264
15987,4288,800,56,99,238,249,893,50,248
15988,6191,169,97,133,321,185,465,2,189
15989,4040,1735,50,59,216,160,889,0,163
15990,1408,3191,56,57,312,249,893,50,248
15991,5309,2792,3,2,275,166,2025,33,168
15992,1120,367,56,70,31,341,274,21,341
15993,5305,1042,56,142,10,8,1732,4,9
15994,2309,1965,56,70,99,335,919,20,335
15995,1330,4238,27,35,216,154,879,0,158
15996,1303,2286,45,124,240,154,881,0,158
15997,511,4110,56,16,284,17,633,65,20
15998,39,2795,22,30,109,173,187,4,176
15999,1120,3854,56,70,335,249,1193,50,248
16000,4003,3880,56,142,297,240,1095,66,178
16001,6534,2800,3,2,203,241,1030,8,240
16002,1527,189,56,33,437,271,501,38,271
16003,2973,4104,57,71,56,249,893,50,248
16004,7270,430,56,142,90,276,2087,27,276
16005,1246,4088,88,120,32,241,1033,8,240
